"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"da.1",94.6553370237146,-6,0,2.23846054077148,1084.8235950542
"da.1",180.537551016095,-9,0,1.43138241767883,678.424482247158
"da.1",544.268587573622,-10,0,1.44611215591431,736.870449825969
"da.1",380.389331467826,-10,0,1.40008068084717,651.832565876274
"da.1",599.582227551924,-9,0,1.55121898651123,594.342915319025
"da.1",64.2202489852617,-8,0,1.40149974822998,796.210842366034
"da.1",477.364886530916,-10,0,1.2904679775238,1072.43362655446
"da.1",595.811846497512,-9,0,1.55662965774536,892.309090413679
"da.1",628.857937649143,-9,0,1.81691598892212,763.694285459413
"da.1",453.047788834153,-8,0,1.55750465393066,562.456262835991
