"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"alo.2",496.568938199037,-9,0,5.08284854888916,656.924937581539
"alo.2",848.718458177484,-9,0,5.66197156906128,633.427622627953
"alo.2",365.25088349839,-9,0,3.32686305046082,629.327640696293
"alo.2",130.145076761415,-10,0,2.20153760910034,593.142541110313
"alo.2",885.101893770171,-10,0,5.21338653564453,551.947142935406
"alo.2",602.137258602173,-9,0,3.94782423973083,521.740780433179
"alo.2",536.371356724764,-9,0,3.49249577522278,610.30753896737
"alo.2",829.384698795077,-9,0,3.86531972885132,686.824575544289
"alo.2",706.602455504908,-9,0,5.08407378196716,565.450652063979
"alo.2",188.631840639049,-9,0,1.91800713539124,629.186021266859
