"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"sca.1",94.2106361494716,-8,0,1.9681978225708,907.612799553656
"sca.1",264.171124962149,-7,0,1.26368284225464,945.803759209883
"sca.1",271.836004883521,-9,0,1.54965400695801,576.294069869384
"sca.1",926.44300643713,-10,0,1.2864031791687,528.933246530502
"sca.1",291.70027807894,-9,0,1.22281408309937,595.051551797974
"sca.1",983.748676172352,-9,0,1.38529539108276,965.749946822547
"sca.1",1024,-6,0,1.23776388168335,758.865589357458
"sca.1",302.305767366555,-9,0,1.1929190158844,547.806128772095
"sca.1",787.051206348846,-10,0,1.52424907684326,625.778727782437
"sca.1",428.580665596612,-9,0,1.67015051841736,596.997740879997
