"Optimizer","Cost","Gamma","Epsilon","Time","MSE"
"goa.1",446.044130773649,-9,0,2.58822727203369,837.5661005002
"goa.1",153.729084532713,-9,0,1.37844443321228,654.256973593372
"goa.1",635.342180321004,-4,0,1.10225510597229,1033.35746159844
"goa.1",46.3548394544782,-6,0,1.35681176185608,873.81041186214
"goa.1",704.757162793678,-9,0,1.56954503059387,622.765446266693
"goa.1",111.518731632175,-7,0,1.5978991985321,719.410101139925
"goa.1",946.077255082744,-7,0,1.93820333480835,493.940514836091
"goa.1",539.080747856933,-10,0,1.28685641288757,802.815578092498
"goa.1",897.902379854631,-9,0,2.90570902824402,879.175621306342
"goa.1",282.807702235263,-7,0,1.62580156326294,696.736664152039
