"Optimizer","Nu","Iter","Depth","Error","Time"
"goa.1",0.161106408319617,143,9,0.259114583333333,1232.1481218338
"goa.1",0.0151462604417944,287,19,0.233072916666667,2379.73143458366
"goa.1",0.13000051325596,168,14,0.264322916666667,1470.74128365517
"goa.1",0.214799748500809,154,15,0.259114583333333,1360.39888358116
"goa.1",0.655942858775933,269,1,0.233072916666667,1731.31321382523
"goa.1",0.0288085507545121,149,1,0.23828125,966.482094287872
"goa.1",0.0381035487504299,252,6,0.221354166666667,2055.48032999039
"goa.1",0.974866600444333,261,1,0.259114583333333,1603.52660226822
"goa.1",0.138971982450942,188,2,0.231770833333333,1284.47904801369
"goa.1",0.012124082352496,127,5,0.229166666666667,1034.10516023636
