data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
CO2,gbm,ga,50,10,mse,20.2430810928345,4.52375547044339,3.33468389515674,0.971878035343248
CO2,gbm,ga,50,10,mse,16.1567537784576,4.06630212024252,3.54292037357598,1.00309527480284
CO2,gbm,ga,50,10,mse,11.4633681774139,4.79676520730463,4.20944645650552,1.05914035724429
CO2,gbm,ga,50,10,mse,15.7798869609833,4.36704980308213,3.12051434442351,0.942801852555779
CO2,gbm,ga,50,10,mse,12.3146042823792,3.62145354220684,3.82893786472708,0.999710493150859
CO2,gbm,ga,50,10,mse,18.3165464401245,4.09770297037195,3.15462095380901,0.920123653443876
CO2,gbm,ga,50,10,mse,24.0389742851257,3.94020271226953,3.64164261298762,0.972860946236924
CO2,gbm,ga,50,10,mse,8.81572723388672,4.88517309983411,2.90874110044877,0.909790661187404
CO2,gbm,ga,50,10,mse,9.15458512306213,4.46887543174649,3.8552307245281,0.97819576056788
CO2,gbm,ga,50,10,mse,18.9764468669891,4.24546822557884,3.47957825817454,0.963005513495348
