data,method,optimizer,fast,cross,loss_type,time,loss,loss_mse_acc_10,loss_mae_auc_10
CO2,svm,ga,FALSE,10,mae,15.5402953624725,2.25247944681972,11.8430750460676,2.29484908105682
CO2,svm,ga,FALSE,10,mae,11.9104866981506,2.06711096372306,14.5019193190093,2.5274162449346
CO2,svm,ga,FALSE,10,mae,19.8145732879639,2.04734006511154,10.9626244697186,2.27224563209806
CO2,svm,ga,FALSE,10,mae,15.3646793365479,2.31817227374317,10.1340055421001,2.29558706170447
CO2,svm,ga,FALSE,10,mae,20.4338486194611,2.0060027937846,11.2655204190494,2.18258109915098
CO2,svm,ga,FALSE,10,mae,16.3679790496826,2.13024194559816,18.196883591461,2.61037602444074
CO2,svm,ga,FALSE,10,mae,20.8994584083557,2.05265544209415,12.0968528567433,2.41172810683365
CO2,svm,ga,FALSE,10,mae,21.2944045066833,1.98862026886907,12.0692431354975,2.3423126054588
CO2,svm,ga,FALSE,10,mae,26.5381948947906,1.95105766364795,10.0057176778889,2.1990040929744
CO2,svm,ga,FALSE,10,mae,10.6989476680756,2.0901248078453,11.5079138460379,2.40909718586809
